SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
h5,f4,5,0.979302,0.333333,0.793936,0.5,0.85
h5,f5,5,0.980503,0.333333,0.750669,0.5,0.85
h5,f3,5,0.980613,0.333333,0.517238,0.5,0.7
h5,f2,5,0.979731,0.333333,0.191639,0.5,0.5
h5,f1,5,0.98059,0.333333,0.119574,0.5,0.5
h5,h3,5,0.979731,0.666667,0.334537,0.5,0.5
h5,h4,5,0.979951,0.666667,0.664526,0.5,0.5
h4,f1,6,0.988727,0.5,0.350769,0.5,0.5
h4,f2,6,0.987844,0.5,0.490369,0.5,0.5
h4,f4,6,0.987403,0.5,0.801733,0.5,0.5
f2,f1,6,0.988727,0.5,0.742268,0.5,0.38
f2,f4,6,0.987403,0.25,0.292101,0.5,0.5
h4,f2,6,0.987844,0.5,0.490369,0.5,0.5
h4,f1,6,0.988727,0.5,0.350769,0.5,0.5
h4,f4,6,0.987403,0.5,0.801733,0.5,0.7
h5,f1,6,0.988727,0.333333,0.119574,0.5,0.5
h5,f2,6,0.987844,0.333333,0.191639,0.5,0.5
h5,f4,6,0.987403,0.333333,0.793936,0.5,0.9
h1,f1,6,0.988727,0,0.750855,0.5,0.5
h1,f2,6,0.987844,0.5,0.556362,0.5,0.5
h1,f3,6,0.988741,0.5,0.4744,0.5,0.34
h1,f4,6,0.987403,0.5,0.212492,0.5,0.5
h2,f2,6,0.987844,0.5,0.768221,0.5,0.5
h2,f3,6,0.988741,0.5,0.428662,0.5,0.5
h2,f4,6,0.987403,0,0.0635079,0.5,0.5
h5,f4,6,0.987403,0.333333,0.793936,0.5,0.9
h5,f2,6,0.987844,0.333333,0.191639,0.5,0.5
h5,f3,6,0.988741,0.333333,0.517238,0.5,0.7
f5,f4,7,0.992107,0.333333,0.552963,0.5,0.5
h1,f5,7,0.992815,0.5,0.269286,0.5,0.34
f2,f1,7,0.993453,0.5,0.742268,0.5,0.61
f2,f5,7,0.992815,0.75,0.0994279,0.5,0.5
f3,f1,7,0.993453,0.333333,0.502559,0.5,0.5
f3,f5,7,0.992815,0.333333,0.375065,0.5,0.5
h4,f3,7,0.993461,0.5,0.83245,0.5,0.7
h4,f5,7,0.992815,0,0.480404,0.5,0.5
h4,f5,7,0.992815,0,0.480404,0.5,0.5
f3,f5,7,0.992815,0.333333,0.375065,0.5,0.5
h5,f1,7,0.993453,0.333333,0.119574,0.5,0.5
h5,f2,7,0.992555,0.333333,0.191639,0.5,0.5
h5,f5,7,0.992815,0.333333,0.750669,0.5,0.9
h1,h4,8,0.995519,0.5,0.367107,0.5,0.5
f3,f1,8,0.996198,0.333333,0.502559,0.5,0.38
f3,f2,8,0.995292,0.333333,0.657919,0.5,0.5
f3,h4,8,0.995519,0.333333,0.83245,0.5,0.5
h5,f1,8,0.996198,0.333333,0.119574,0.5,0.5
h5,f2,8,0.995292,0.333333,0.191639,0.5,0.5
h5,f3,8,0.996202,0.333333,0.517238,0.5,0.7
h5,f5,8,0.995539,0.333333,0.750669,0.5,0.925
h5,h4,8,0.995519,0.666667,0.664526,0.5,0.5
h1,h4,8,0.995519,0.5,0.367107,0.5,0.5
h1,f1,8,0.996198,0,0.750855,0.5,0.7
h1,f2,8,0.995292,0.5,0.556362,0.5,0.5
h1,f3,8,0.996202,0.5,0.4744,0.5,0.34
h1,f5,8,0.995539,0.5,0.269286,0.5,0.34
f4,f1,8,0.996198,0.5,0.163344,0.5,0.5
f4,f2,8,0.995292,0.5,0.292101,0.5,0.5
f4,f3,8,0.996202,1,0.634183,0.5,0.5
f4,f5,8,0.995539,0.5,0.552963,0.5,0.5
f4,h4,8,0.995519,0.5,0.801733,0.5,0.5
h1,f1,8,0.996198,0,0.750855,0.5,0.7
h1,f2,8,0.995292,0.5,0.556362,0.5,0.5
h1,h4,8,0.995519,0.5,0.367107,0.5,0.5
h1,f3,8,0.996202,0.5,0.4744,0.5,0.34
h1,f5,8,0.995539,0.5,0.269286,0.5,0.34
f3,h4,8,0.995519,0.333333,0.83245,0.5,0.5
f3,f2,8,0.995292,0.333333,0.657919,0.5,0.5
f3,f5,8,0.995539,0.333333,0.375065,0.5,0.566667
f3,f5,8,0.995539,0.333333,0.375065,0.5,0.566667
f3,f2,8,0.995292,0.333333,0.657919,0.5,0.5
f5,f2,8,0.995292,1,0.0994279,0.5,0.5
f5,f3,8,0.996202,0.333333,0.375065,0.5,0.5
h3,f2,9,0.996881,0.5,0.851998,0.5,0.85
h2,f1,9,0.997792,0.5,0.685799,0.5225,0.5
h2,f4,9,0.996537,0,0.0635079,0.5,0.5
h2,f5,9,0.997672,0.5,0,0.6,0.5
f4,f2,9,0.996881,0.5,0.292101,0.5,0.5
f4,f5,9,0.997672,0.5,0.552963,0.6,0.5
h5,f2,9,0.996881,0.333333,0.191639,0.5,0.5
h5,f4,9,0.996537,0.333333,0.793936,0.5,0.74
f2,f4,9,0.996537,0.25,0.292101,0.5,0.5
f2,f5,9,0.997672,0.75,0.0994279,0.6,0.7
f2,h3,9,0.996145,0.25,0.851998,0.5,0.4
h2,f1,10,0.998718,0.5,0.685799,0.5225,0.4
h2,f3,10,0.998719,0.5,0.428662,0.5,0.5
h1,f1,10,0.998718,0,0.750855,0.5225,0.68
h1,f3,10,0.998719,0.5,0.4744,0.5,0.34
f2,f3,10,0.998719,0.25,0.657919,0.5,0.7
f2,f5,10,0.998096,0.75,0.0994279,0.6,0.85
f2,f3,10,0.998719,0.25,0.657919,0.5,0.7
h1,f3,10,0.998719,0.5,0.4744,0.5,0.34
h4,f3,10,0.998719,0.5,0.83245,0.5,0.53
h3,f1,11,0.999255,0.5,0.659381,0.5225,0.5
h3,h2,11,0.997205,0,0.621867,0.5,0.5
f1,h2,11,0.997205,0.333333,0.685799,0.5,0.5
f1,h3,11,0.998296,0.333333,0.659381,0.5,0.5
f2,h2,11,0.997205,0.25,0.768221,0.5,0.5
f2,h3,11,0.998296,0.25,0.851998,0.5,0.4
h3,f2,11,0.999152,0.5,0.851998,0.582222,0.766667
f3,h3,11,0.998296,0.333333,0.805921,0.5,0.5
h5,h4,11,0.999176,0.666667,0.664526,0.5,0.5
h1,f3,12,0.999568,0.5,0.4744,0.58,0.34
h5,f2,12,0.999507,0.333333,0.191639,0.582222,0.5
h5,f3,12,0.999568,0.333333,0.517238,0.58,0.7
h5,f4,12,0.998708,0.333333,0.793936,0.583333,0.58
h5,f3,12,0.999568,0.333333,0.517238,0.58,0.7
h5,f2,12,0.999507,0.333333,0.191639,0.582222,0.5
h5,f3,12,0.999568,0.333333,0.517238,0.58,0.7
f4,f1,12,0.999567,0.5,0.163344,0.5225,0.5
f5,f1,13,0.999749,0.666667,0.0983332,0.5225,0.7
f5,f3,13,0.999749,0.333333,0.375065,0.58,0.5
f5,f4,13,0.998865,0.333333,0.552963,0.583333,0.4
f2,f1,13,0.999749,0.5,0.742268,0.5225,0.61
f2,f3,13,0.999749,0.25,0.657919,0.58,0.65
f2,f4,13,0.998865,0.25,0.292101,0.583333,0.5
f2,h2,13,0.996915,0.25,0.768221,0.5,0.433333
h5,f1,13,0.999749,0.333333,0.119574,0.5225,0.5
h5,f3,13,0.999749,0.333333,0.517238,0.58,0.65
h5,f4,13,0.998865,0.333333,0.793936,0.583333,0.845714
h5,h2,13,0.996915,0.666667,0,0.5,0.5
h5,h2,13,0.996915,0.666667,0,0.5,0.5
h5,f1,13,0.999749,0.333333,0.119574,0.5225,0.5
h5,f3,13,0.999749,0.333333,0.517238,0.58,0.65
h5,f4,13,0.998865,0.333333,0.793936,0.583333,0.865
f1,f3,13,0.999749,0.333333,0.502559,0.58,0.5
f1,h2,13,0.996915,0.333333,0.685799,0.5,0.5
h3,f1,13,0.999749,0.5,0.659381,0.5225,0.566667
h3,f3,13,0.999749,0.5,0.805921,0.58,0.5
f1,f3,13,0.999749,0.333333,0.502559,0.58,0.5
h2,f2,14,0.999834,0.5,0.768221,0.582222,0.4
f2,h2,14,0.998618,0.25,0.768221,0.5,0.433333
h1,f2,14,0.999834,0.5,0.556362,0.582222,0.5
h5,f5,14,0.999816,0.333333,0.750669,0.6,0.94
h5,h4,14,0.999839,0.666667,0.664526,0.5,0.46
f1,f5,14,0.999816,0.666667,0.0983332,0.6,0.5
f1,h4,14,0.999839,0.333333,0.350769,0.5,0.5
f1,f5,14,0.999816,0.666667,0.0983332,0.6,0.5
f1,h4,14,0.999839,0.333333,0.350769,0.5,0.5
f4,h3,14,0.998928,0.5,0.440104,0.5,0.5
f4,h4,14,0.999839,0.5,0.801733,0.5,0.5
h4,h3,14,0.998928,1,0.638371,0.5,0.5
h5,f2,15,0.999904,0.333333,0.191639,0.582222,0.7
h5,f3,15,0.999915,0.333333,0.517238,0.58,0.65
h5,f2,15,0.999904,0.333333,0.191639,0.582222,0.7
h4,f2,15,0.999904,0.5,0.490369,0.582222,0.7
h4,f3,15,0.999915,0.5,0.83245,0.58,0.66
h4,f4,15,0.999661,0.5,0.801733,0.583333,0.7
f5,f2,15,0.999904,1,0.0994279,0.582222,0.46
f5,f3,15,0.999915,0.333333,0.375065,0.58,0.5
f5,f4,15,0.999661,0.333333,0.552963,0.583333,0.4
h1,f3,15,0.999915,0.5,0.4744,0.58,0.34
h1,f4,15,0.999661,0.5,0.212492,0.583333,0.5
h3,f1,15,0.999915,0.5,0.659381,0.5225,0.75
h3,f3,15,0.999915,0.5,0.805921,0.58,0.5
h3,f4,15,0.999661,0.5,0.440104,0.583333,0.5
h5,f3,15,0.999915,0.333333,0.517238,0.58,0.8
h5,f4,15,0.999661,0.333333,0.793936,0.583333,0.88
f3,f4,16,0.999803,0.666667,0.634183,0.583333,0.5
f1,f4,16,0.999803,0.333333,0.163344,0.583333,0.5
f3,f2,16,0.999944,0.333333,0.657919,0.582222,0.5
f3,h1,16,0.994931,0.333333,0.4744,0.5,0.5
f5,h1,16,0.994931,0.333333,0.269286,0.5,0.5
f4,h3,16,0.99903,0.5,0.440104,0.5,0.5
f4,f3,17,0.999971,1,0.634183,0.58,0.7
f5,f1,17,0.999971,0.666667,0.0983332,0.530667,0.69
f5,f2,17,0.999967,1,0.0994279,0.582222,0.51
h3,f2,17,0.999967,0.5,0.851998,0.582222,0.875
h5,f1,17,0.999971,0.333333,0.119574,0.530667,0.5
h5,f2,17,0.999967,0.333333,0.191639,0.582222,0.75
h5,f3,17,0.999971,0.333333,0.517238,0.58,0.8
h5,f2,17,0.999967,0.333333,0.191639,0.582222,0.75
h5,f1,17,0.999971,0.333333,0.119574,0.530667,0.5
f2,f1,17,0.999971,0.5,0.742268,0.530667,0.74
f4,f1,17,0.999971,0.5,0.163344,0.530667,0.4
f4,f2,17,0.999967,0.5,0.292101,0.582222,0.5
h3,f1,17,0.999971,0.5,0.659381,0.530667,0.833333
h3,f5,17,0.999266,0,0.225157,0.6,0.5
f1,f3,18,0.999983,0.333333,0.502559,0.58,0.38
f1,h2,18,0.999898,0.333333,0.685799,0.5,0.6
h4,f3,18,0.999983,0.5,0.83245,0.58,0.66
h4,h2,18,0.999898,0,0.261497,0.5,0.5
h5,f2,18,0.999981,0.333333,0.191639,0.594139,0.85
h5,f4,18,0.999934,0.333333,0.793936,0.633333,0.892
h5,h2,18,0.999898,0.666667,0,0.5,0.5
h3,f2,18,0.999981,0.5,0.851998,0.594139,0.7
h3,f4,18,0.999934,0.5,0.440104,0.633333,0.5
h3,h2,18,0.999898,0,0.621867,0.5,0.5
h5,f4,18,0.999934,0.333333,0.793936,0.633333,0.892
h5,h2,18,0.999898,0.666667,0,0.5,0.5
f2,f1,18,0.999983,0.5,0.742268,0.530667,0.805
f2,f4,18,0.999934,0.25,0.292101,0.633333,0.5
f2,h2,18,0.999898,0.25,0.768221,0.5,0.65
h1,f1,18,0.999983,0,0.750855,0.530667,0.415
h1,f4,18,0.999934,0.5,0.212492,0.633333,0.7
h1,f5,18,0.999285,0.5,0.269286,0.6,0.34
h1,h2,18,0.999898,0.5,0.43937,0.5,0.5
h1,h3,18,0.999065,0.5,0.550043,0.5,0.5
f4,f1,18,0.999983,0.5,0.163344,0.530667,0.4
f4,f5,18,0.999285,0.5,0.552963,0.6,0.38
f4,h2,18,0.999898,0,0.0635079,0.5,0.5
f4,h3,18,0.999065,0.5,0.440104,0.5,0.7
f4,f1,19,0.99999,0.5,0.163344,0.530667,0.4
f2,f1,19,0.99999,0.5,0.742268,0.530667,0.844
f2,f4,19,0.999961,0.25,0.292101,0.633333,0.5
f1,f2,19,0.999989,0.666667,0.742268,0.594139,0.77
f1,f4,19,0.999961,0.333333,0.163344,0.633333,0.38
f1,h3,19,0.999072,0.333333,0.659381,0.5,0.7
f1,h3,19,0.999072,0.333333,0.659381,0.5,0.7
f1,f4,19,0.999961,0.333333,0.163344,0.633333,0.38
f1,h5,19,0.999831,0.333333,0.119574,0.5,0.5
h3,f1,19,0.99999,0.5,0.659381,0.530667,0.875
h3,f4,19,0.999961,0.5,0.440104,0.633333,0.5
h3,h5,19,0.999831,1,0.334537,0.5,0.5
h3,f2,20,0.999994,0.5,0.851998,0.594139,0.866667
f2,f1,20,0.999994,0.5,0.742268,0.530667,0.844
f2,f3,20,0.999994,0.25,0.657919,0.58,0.65
f2,h3,20,0.999812,0.25,0.851998,0.5,0.4
f1,f2,20,0.999994,0.666667,0.742268,0.594139,0.86
f1,f3,20,0.999994,0.333333,0.502559,0.58,0.38
f1,h3,20,0.999812,0.333333,0.659381,0.5,0.65
h2,f3,20,0.999994,0.5,0.428662,0.58,0.7
h2,h3,20,0.999812,0,0.621867,0.5,0.5
f3,h3,20,0.999812,0.333333,0.805921,0.5,0.54
h1,f3,21,0.999997,0.5,0.4744,0.58,0.34
h1,f5,21,0.99934,0.5,0.269286,0.6,0.34
h1,h3,21,0.999891,0.5,0.550043,0.55,0.5
f3,f5,21,0.99934,0.333333,0.375065,0.6,0.75
f2,f1,21,0.999997,0.5,0.742268,0.530667,0.55
f2,f3,21,0.999997,0.25,0.657919,0.58,0.65
f2,f4,21,0.999987,0.25,0.292101,0.633333,0.7
f2,h4,21,0.999996,0.25,0.490369,0.5,0.5
f3,f1,21,0.999997,0.333333,0.502559,0.530667,0.38
f3,f4,21,0.999987,0.666667,0.634183,0.633333,0.7
f3,h4,21,0.999996,0.333333,0.83245,0.5,0.85
h3,f1,21,0.999997,0.5,0.659381,0.530667,0.9
h3,f3,21,0.999997,0.5,0.805921,0.58,0.5
h3,h4,21,0.999996,1,0.638371,0.5,0.5
f2,f1,22,0.999998,0.5,0.742268,0.530667,0.55
f4,f1,22,0.999998,0.5,0.163344,0.530667,0.4
f4,h4,22,0.999998,0.5,0.801733,0.5,0.7
f2,f1,22,0.999998,0.5,0.742268,0.530667,0.55
f2,h4,22,0.999998,0.25,0.490369,0.5,0.5
f2,h5,22,0.999853,0.25,0.191639,0.5,0.5
h3,f1,22,0.999998,0.5,0.659381,0.530667,0.9
h3,h4,22,0.999998,1,0.638371,0.5,0.7
h3,h5,22,0.999853,1,0.334537,0.5,0.5
h3,f1,22,0.999998,0.5,0.659381,0.530667,0.9
h3,h4,22,0.999998,1,0.638371,0.5,0.7
h3,h5,22,0.999853,1,0.334537,0.5,0.5
f4,h4,22,0.999998,0.5,0.801733,0.5,0.7
f4,h5,22,0.999853,0.5,0.793936,0.5,0.5
f2,h4,22,0.999998,0.25,0.490369,0.5,0.5
f2,h5,22,0.999853,0.25,0.191639,0.5,0.5
h1,f3,22,0.999998,0.5,0.4744,0.625333,0.34
h1,f5,22,0.99988,0.5,0.269286,0.6,0.34
h1,h2,22,0.999988,0.5,0.43937,0.5,0.5
h1,h5,22,0.999853,0.5,0.228055,0.5,0.5
h1,h5,22,0.999853,0.5,0.228055,0.5,0.5
h1,f3,22,0.999998,0.5,0.4744,0.625333,0.34
h1,f5,22,0.99988,0.5,0.269286,0.6,0.34
h3,f2,23,0.999999,0.5,0.851998,0.594139,0.565714
h3,f4,23,0.999996,0.5,0.440104,0.633333,0.5
f3,f2,23,0.999999,0.333333,0.657919,0.594139,0.38
f3,f4,23,0.999996,0.666667,0.634183,0.633333,0.85
f3,f5,23,0.999378,0.333333,0.375065,0.6,0.833333
h2,f2,23,0.999999,0.5,0.768221,0.594139,0.625
h2,f3,23,0.999999,0.5,0.428662,0.625333,0.77
h2,f4,23,0.999996,0,0.0635079,0.633333,0.5
h2,f5,23,0.999378,0.5,0,0.6,0.5
f5,f2,23,0.999999,1,0.0994279,0.594139,0.51
f5,f3,23,0.999999,0.333333,0.375065,0.625333,0.5
f5,f4,23,0.999996,0.333333,0.552963,0.633333,0.4
f5,h2,23,0.999988,0.333333,0,0.5,0.5
f2,f3,23,0.999999,0.25,0.657919,0.625333,0.8
f2,f4,23,0.999996,0.25,0.292101,0.633333,0.7
f2,f5,23,0.999378,0.75,0.0994279,0.6,0.6
f2,h2,23,0.999988,0.25,0.768221,0.5,0.65
f3,f1,24,0.999999,0.333333,0.502559,0.614178,0.38
f3,h3,24,0.999979,0.333333,0.805921,0.55,0.63
f3,h5,24,0.998732,0.333333,0.517238,0.5,0.7
f3,h3,24,0.999979,0.333333,0.805921,0.55,0.63
f3,f1,24,0.999999,0.333333,0.502559,0.614178,0.38
h1,f1,24,0.999999,0,0.750855,0.614178,0.415
h1,f3,24,0.999999,0.5,0.4744,0.625333,0.34
h1,f4,24,0.999997,0.5,0.212492,0.633333,0.53
f4,f1,24,0.999999,0.5,0.163344,0.614178,0.4
f4,f3,24,0.999999,1,0.634183,0.625333,0.85
h1,f1,24,0.999999,0,0.750855,0.614178,0.415
h1,f3,24,0.999999,0.5,0.4744,0.625333,0.34
f2,f1,24,0.999999,0.5,0.742268,0.614178,0.82
f2,f3,24,0.999999,0.25,0.657919,0.625333,0.8
h2,f1,24,0.999999,0.5,0.685799,0.614178,0.4
h2,f3,24,0.999999,0.5,0.428662,0.625333,0.86
h3,f1,24,0.999999,0.5,0.659381,0.614178,0.928571
h4,f1,24,0.999999,0.5,0.350769,0.614178,0.5
h1,f4,25,0.999999,0.5,0.212492,0.633333,0.38
h1,f4,25,0.999999,0.5,0.212492,0.633333,0.38
h3,f4,25,0.999999,0.5,0.440104,0.633333,0.5
h3,h2,25,0.999996,0,0.621867,0.5,0.5
f4,h2,25,0.999996,0,0.0635079,0.5,0.5
f4,h2,25,0.999996,0,0.0635079,0.5,0.5
f4,f3,25,1,1,0.634183,0.625333,0.9
f4,f5,25,0.999566,0.5,0.552963,0.6,0.38
h5,f3,25,1,0.333333,0.517238,0.625333,0.85
h5,f4,25,0.999999,0.333333,0.793936,0.633333,0.892
h5,f5,25,0.999566,0.333333,0.750669,0.6,0.95
h5,h2,25,0.999996,0.666667,0,0.5,0.7
h5,f5,25,0.999566,0.333333,0.750669,0.6,0.95
h5,h2,25,0.999996,0.666667,0,0.5,0.7
h5,f1,25,1,0.333333,0.119574,0.614178,0.5
h5,f3,25,1,0.333333,0.517238,0.625333,0.85
h5,f4,25,0.999999,0.333333,0.793936,0.633333,0.892
h2,f4,26,0.999999,0,0.0635079,0.633333,0.5
h4,f4,26,0.999999,0.5,0.801733,0.633333,0.85
h4,h2,26,0.999998,0,0.261497,0.5,0.5
f1,h2,26,0.999998,0.333333,0.685799,0.5,0.775
h5,f2,26,1,0.333333,0.191639,0.594139,0.8875
h5,f5,26,0.998712,0.333333,0.750669,0.6,0.957143
h1,f2,26,1,0.5,0.556362,0.594139,0.54
h1,f5,26,0.998712,0.5,0.269286,0.6,0.34
h5,f5,26,0.998712,0.333333,0.750669,0.6,0.957143
h5,f2,26,1,0.333333,0.191639,0.594139,0.8875
h3,f2,26,1,0.5,0.851998,0.594139,0.84
h1,f2,27,1,0.5,0.556362,0.644172,0.69
h1,f3,27,1,0.5,0.4744,0.625333,0.34
h1,f4,27,1,0.5,0.212492,0.615873,0.38
h1,f5,27,0.99934,0.5,0.269286,0.622857,0.34
h1,h3,27,0.999996,0.5,0.550043,0.55,0.66
f2,f3,27,1,0.25,0.657919,0.625333,0.8
f2,f4,27,1,0.25,0.292101,0.615873,0.7
f2,f5,27,0.99934,0.75,0.0994279,0.622857,0.6
f2,h3,27,0.999996,0.25,0.851998,0.55,0.4
f1,f2,28,1,0.666667,0.742268,0.644172,0.895
f1,f4,28,1,0.333333,0.163344,0.615873,0.38
f5,f1,28,1,0.666667,0.0983332,0.614178,0.74
f5,f2,28,1,1,0.0994279,0.644172,0.38
f5,f4,28,1,0.333333,0.552963,0.615873,0.4
f5,h5,28,0.999778,0.333333,0.750669,0.5,0.5
h2,f2,28,1,0.5,0.768221,0.644172,0.625
h2,f4,28,1,0,0.0635079,0.615873,0.5
h2,h5,28,0.999778,1,0,0.5,0.5
h3,f4,28,1,0.5,0.440104,0.615873,0.7
h3,h5,28,0.999778,1,0.334537,0.5,0.5
f3,f4,28,1,0.666667,0.634183,0.615873,0.9
f3,h3,28,0.999998,0.333333,0.805921,0.55,0.57
h4,f3,29,1,0.5,0.83245,0.625333,0.775
h1,f2,29,1,0.5,0.556362,0.644172,0.56
h1,f3,29,1,0.5,0.4744,0.625333,0.34
h3,f1,29,1,0.5,0.659381,0.614178,0.9375
h3,f2,29,1,0.5,0.851998,0.644172,0.857778
h3,f3,29,1,0.5,0.805921,0.625333,0.5
h3,f2,29,1,0.5,0.851998,0.644172,0.857778
h3,f3,29,1,0.5,0.805921,0.625333,0.5
h5,f3,29,1,0.333333,0.517238,0.625333,0.85
f2,f4,30,1,0.25,0.292101,0.615873,0.7
f2,h1,30,0.992858,0.25,0.556362,0.5,0.5
f4,f2,30,1,0.5,0.292101,0.644172,0.4
f4,h1,30,0.992858,0.5,0.212492,0.5,0.5
h3,f1,30,1,0.5,0.659381,0.614178,0.844444
h3,f2,30,1,0.5,0.851998,0.644172,0.552
f2,f1,30,1,0.5,0.742268,0.614178,0.8425
f2,h3,30,0.999999,0.25,0.851998,0.55,0.4
h5,f1,30,1,0.333333,0.119574,0.614178,0.5
h5,f2,30,1,0.333333,0.191639,0.644172,0.8875
h5,h3,30,0.999999,0.666667,0.334537,0.55,0.5
h1,f1,30,1,0,0.750855,0.614178,0.415
h1,f2,30,1,0.5,0.556362,0.644172,0.76
h1,h3,30,0.999999,0.5,0.550043,0.55,0.66
h4,f1,30,1,0.5,0.350769,0.614178,0.7
h4,f2,30,1,0.5,0.490369,0.644172,0.7
h4,h2,30,1,0,0.261497,0.593333,0.5
h1,f3,31,1,0.5,0.4744,0.625333,0.34
h1,f5,31,0.999961,0.5,0.269286,0.622857,0.34
h1,f3,31,1,0.5,0.4744,0.625333,0.34
h1,f5,31,0.999961,0.5,0.269286,0.622857,0.34
h5,f3,31,1,0.333333,0.517238,0.625333,0.88
h5,f5,31,0.999961,0.333333,0.750669,0.622857,0.966667
h2,f2,32,1,0.5,0.768221,0.644172,0.45
h2,f4,32,1,0,0.0635079,0.615873,0.5
h2,h3,32,1,0,0.621867,0.55,0.5
h5,f2,32,1,0.333333,0.191639,0.644172,0.91
h5,f4,32,1,0.333333,0.793936,0.615873,0.901818
h5,h2,32,1,0.666667,0,0.593333,0.7
